Nodes,Edges,Latitude,Longitude
"Ingram School of Engineering, Texas State University, San Marcos, TX, USA","Taiwan Semiconductor Manufacturing Company (TSMC) Research and Development Europe B.V., Leuven, Belgium",31.2638905,-98.5456116
"Taiwan Semiconductor Manufacturing Company (TSMC) Research and Development Europe B.V., Leuven, Belgium","Taiwan Semiconductor Manufacturing Company, Hsinchu, Taiwan",50.879202,4.7011675
"Taiwan Semiconductor Manufacturing Company (TSMC) Research and Development Europe B.V., Leuven, Belgium","Ingram School of Engineering, Texas State University, San Marcos, TX, USA",50.879202,4.7011675
"Taiwan Semiconductor Manufacturing Company (TSMC) Research and Development Europe B.V., Leuven, Belgium","School of Engineering, University of Glasgow, Glasgow, U.K.",50.879202,4.7011675
"Taiwan Semiconductor Manufacturing Company, Hsinchu, Taiwan","Ingram School of Engineering, Texas State University, San Marcos, TX, USA",24.8066333,120.9686833
"Taiwan Semiconductor Manufacturing Company, Hsinchu, Taiwan","School of Engineering, University of Glasgow, Glasgow, U.K.",24.8066333,120.9686833
"Taiwan Semiconductor Manufacturing Company, Hsinchu, Taiwan","Taiwan Semiconductor Manufacturing Company (TSMC) Research and Development Europe B.V., Leuven, Belgium",24.8066333,120.9686833
"Institute of Semiconductors, Guangdong Academy of Sciences, Guangzhou, China","State Key Laboratory of Luminescent Materials and Devices, Institute of Polymer Optoelectronic Materials and Devices, South China University of Technology, Guangzhou, China",23.1301964,113.2592945
"State Key Laboratory of Luminescent Materials and Devices, Institute of Polymer Optoelectronic Materials and Devices, South China University of Technology, Guangzhou, China","Institute of Semiconductors, Guangdong Academy of Sciences, Guangzhou, China",23.1301964,113.2592945
"Emerging Device and Chip Laboratory, Hangzhou Institute of Technology, Xidian University, Hangzhou, China","School of Microelectronics, Shanghai University, Shanghai, China",30.2489634,120.2052342
"Emerging Device and Chip Laboratory, Hangzhou Institute of Technology, Xidian University, Hangzhou, China","Department of Electrical and Computer Engineering, National University of Singapore, Queenstown, Singapore",30.2489634,120.2052342
"Department of Electrical and Computer Engineering, National University of Singapore, Queenstown, Singapore","Emerging Device and Chip Laboratory, Hangzhou Institute of Technology, Xidian University, Hangzhou, China",1.2946226,103.8060366
"Department of Electrical and Computer Engineering, National University of Singapore, Queenstown, Singapore","School of Microelectronics, Shanghai University, Shanghai, China",1.2946226,103.8060366
"School of Microelectronics, Shanghai University, Shanghai, China","Emerging Device and Chip Laboratory, Hangzhou Institute of Technology, Xidian University, Hangzhou, China",31.2312707,121.4700152
"School of Microelectronics, Shanghai University, Shanghai, China","Department of Electrical and Computer Engineering, National University of Singapore, Queenstown, Singapore",31.2312707,121.4700152
"University of Tokyo, Tokyo, Japan","Fujitsu Laboratories Limited, QD Laser, Inc., Atsugi, Japan",35.6840574,139.7744912
"Fujitsu Laboratories Limited, QD Laser, Inc., Atsugi, Japan","University of Tokyo, Tokyo, Japan",35.464797,139.323536
"First Optical Semiconductor Department, Compound Semiconductor Devices Division, NEC Electronics Corporation Limited, Kanagawa, Japan","First Optical Semiconductor Department, Compound Semiconductor Devices Division, NEC Electronics Corporation Limited, Shiga, Japan",35.4342935,139.374753
"First Optical Semiconductor Department, Compound Semiconductor Devices Division, NEC Electronics Corporation Limited, Kanagawa, Japan","Compound Semiconductor Device Division, Production Engineering Group, NEC Kansai Limited, Shiga, Japan",35.4342935,139.374753
"Compound Semiconductor Device Division, Production Engineering Group, NEC Kansai Limited, Shiga, Japan","First Optical Semiconductor Department, Compound Semiconductor Devices Division, NEC Electronics Corporation Limited, Shiga, Japan",35.247154,136.109385
"Compound Semiconductor Device Division, Production Engineering Group, NEC Kansai Limited, Shiga, Japan","First Optical Semiconductor Department, Compound Semiconductor Devices Division, NEC Electronics Corporation Limited, Kanagawa, Japan",35.247154,136.109385
"First Optical Semiconductor Department, Compound Semiconductor Devices Division, NEC Electronics Corporation Limited, Shiga, Japan","First Optical Semiconductor Department, Compound Semiconductor Devices Division, NEC Electronics Corporation Limited, Kanagawa, Japan",35.247154,136.109385
"First Optical Semiconductor Department, Compound Semiconductor Devices Division, NEC Electronics Corporation Limited, Shiga, Japan","Compound Semiconductor Device Division, Production Engineering Group, NEC Kansai Limited, Shiga, Japan",35.247154,136.109385
"Harvard Medical School and Wellman Photomedicine, Massachusetts General Hospital, Boston, MA, USA",,42.3788774,-72.032366
"Department of Applied Physics and Photonics, Vrije Universiteit Brussel, Brussels, Belgium","Department of Electronics and Electrical Engineering, University of Glasgow, Glasgow, UK",50.8550018,4.3512333761166175
"Department of Applied Physics and Photonics, Vrije Universiteit Brussel, Brussels, Belgium","Department of Electrical and Electronic Engineering, University of Bristol, Bristol, UK",50.8550018,4.3512333761166175
"Department of Electrical and Electronic Engineering, University of Bristol, Bristol, UK","Department of Electronics and Electrical Engineering, University of Glasgow, Glasgow, UK",51.4538022,-2.5972985
"Department of Electrical and Electronic Engineering, University of Bristol, Bristol, UK","Department of Electrical and Electronic Engineering, University of Glasgow, Glasgow, UK",51.4538022,-2.5972985
"Department of Electrical and Electronic Engineering, University of Bristol, Bristol, UK","Department of Applied Physics and Photonics, Vrije Universiteit Brussel, Brussels, Belgium",51.4538022,-2.5972985
"Electronic Measurement Division, Taiwan Semiconductor Research Institute, Hsinchu, Taiwan","International College of Semiconductor Technology, National Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Electronic Measurement Division, Taiwan Semiconductor Research Institute, Hsinchu, Taiwan","Department of Materials Science and Engineering, National Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Materials Science and Engineering, National Chiao Tung University, Hsinchu, Taiwan","Electronic Measurement Division, Taiwan Semiconductor Research Institute, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Materials Science and Engineering, National Chiao Tung University, Hsinchu, Taiwan","International College of Semiconductor Technology, National Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"International College of Semiconductor Technology, National Chiao Tung University, Hsinchu, Taiwan","Electronic Measurement Division, Taiwan Semiconductor Research Institute, Hsinchu, Taiwan",24.8066333,120.9686833
"International College of Semiconductor Technology, National Chiao Tung University, Hsinchu, Taiwan","Department of Materials Science and Engineering, National Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Industrial Engineering, Yonsei University, Seoul, Republic of Korea",,37.5666791,126.9782914
"Nanoelectronics Research Centre, University of Glasgow, Glasgow, UK","Department of Chemistry and Biochemistry, University of California, San Diego, La Jolla, CA, USA",55.861155,-4.2501687
"Nanoelectronics Research Centre, University of Glasgow, Glasgow, UK","Freescale Semiconductor, Inc., Tempe, AZ, USA",55.861155,-4.2501687
"Department of Chemistry and Biochemistry, University of California, San Diego, La Jolla, CA, USA","Nanoelectronics Research Centre, University of Glasgow, Glasgow, UK",36.7014631,-118.755997
"Department of Materials Science and Engineering and the NSF Center for Power Electronics Systems, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA","Allegro Microsystems, Inc., Manchester, NH, USA",37.1232245,-78.4927721
"Department of Materials Science and Engineering and the NSF Center for Power Electronics Systems, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA","Corporate Research, Science and Technology Center, Corning, Inc., Corning, NY, USA",37.1232245,-78.4927721
"Allegro Microsystems, Inc., Manchester, NH, USA","Department of Materials Science and Engineering and the NSF Center for Power Electronics Systems, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA",43.4849133,-71.6553992
"Allegro Microsystems, Inc., Manchester, NH, USA","Corporate Research, Science and Technology Center, Corning, Inc., Corning, NY, USA",43.4849133,-71.6553992
"Corporate Research, Science and Technology Center, Corning, Inc., Corning, NY, USA","Allegro Microsystems, Inc., Manchester, NH, USA",43.1561681,-75.8449946
"Corporate Research, Science and Technology Center, Corning, Inc., Corning, NY, USA","Department of Materials Science and Engineering and the NSF Center for Power Electronics Systems, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA",43.1561681,-75.8449946
"Chelyabinsk State University, Chelyabinsk, Russia","Russian Academy of Sciences, Kotelnikov Institute of Radioengineering and Electronics, Moscow, Russia",55.1598408,61.4025547
"Russian Academy of Sciences, Kotelnikov Institute of Radioengineering and Electronics, Moscow, Russia","Chelyabinsk State University, Chelyabinsk, Russia",55.625578,37.6063916
"Physics Department, Mount Holyoke College, South Hadley, MA, USA","Research Laboratory of Electronics, Massachusetts Institute of Technology, Cambridge, MA, USA",42.3788774,-72.032366
"Physics Department, Mount Holyoke College, South Hadley, MA, USA","Optivia Corporation, Acton, MA, USA",42.3788774,-72.032366
"Physics Department, Mount Holyoke College, South Hadley, MA, USA","Avanex France S.A., Nozay Cedex, France",42.3788774,-72.032366
"Avanex France S.A., Nozay Cedex, France","Research Laboratory of Electronics, Massachusetts Institute of Technology, Cambridge, MA, USA",,
"Avanex France S.A., Nozay Cedex, France","Optivia Corporation, Acton, MA, USA",,
"Avanex France S.A., Nozay Cedex, France","Physics Department, Mount Holyoke College, South Hadley, MA, USA",,
"Research Laboratory of Electronics, Massachusetts Institute of Technology, Cambridge, MA, USA","Physics Department, Mount Holyoke College, South Hadley, MA, USA",42.3788774,-72.032366
"Research Laboratory of Electronics, Massachusetts Institute of Technology, Cambridge, MA, USA","Optivia Corporation, Acton, MA, USA",42.3788774,-72.032366
"Research Laboratory of Electronics, Massachusetts Institute of Technology, Cambridge, MA, USA","Avanex France S.A., Nozay Cedex, France",42.3788774,-72.032366
"Optivia Corporation, Acton, MA, USA","Research Laboratory of Electronics, Massachusetts Institute of Technology, Cambridge, MA, USA",42.3788774,-72.032366
"Optivia Corporation, Acton, MA, USA","Physics Department, Mount Holyoke College, South Hadley, MA, USA",42.3788774,-72.032366
"Optivia Corporation, Acton, MA, USA","Avanex France S.A., Nozay Cedex, France",42.3788774,-72.032366
"Lumentum, San Jose, CA, USA",,36.7014631,-118.755997
"College of Science, Guilin University of Technology, Guilin, China",,25.238704,110.1750728
"Vrije Universiteit Brussel, Brussels, Belgium","COBRA Research Institute, Technical University Eindhoven, Eindhoven, Netherlands",50.8550018,4.3512333761166175
"Vrije Universiteit Brussel, Brussels, Belgium","Physics Department, Indiana University-Purdue University, Indianapolis, IN, USA",50.8550018,4.3512333761166175
"COBRA Research Institute, Technical University Eindhoven, Eindhoven, Netherlands","Vrije Universiteit Brussel, Brussels, Belgium",51.44855695,5.450122521857143
"COBRA Research Institute, Technical University Eindhoven, Eindhoven, Netherlands","Physics Department, Indiana University-Purdue University, Indianapolis, IN, USA",51.44855695,5.450122521857143
"Physics Department, Indiana University-Purdue University, Indianapolis, IN, USA","COBRA Research Institute, Technical University Eindhoven, Eindhoven, Netherlands",40.3270127,-86.1746933
"Physics Department, Indiana University-Purdue University, Indianapolis, IN, USA","Vrije Universiteit Brussel, Brussels, Belgium",40.3270127,-86.1746933
"College of Physics and Electronics, Shandong Normal University, Jinan, China","Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China",36.6507007,117.1140042
"College of Physics and Electronics, Shandong Normal University, Jinan, China","National Laboratory of Solid State Microstructures and Department of Physics, Nanjing University, Nanjing, China",36.6507007,117.1140042
"National Laboratory of Solid State Microstructures and Department of Physics, Nanjing University, Nanjing, China","Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China",32.0615513,118.7915619
"National Laboratory of Solid State Microstructures and Department of Physics, Nanjing University, Nanjing, China","College of Physics and Electronics, Shandong Normal University, Jinan, China",32.0615513,118.7915619
"Compound Semiconductor Technologies Global Limited, Glasgow, UK","Department of Engineering and the Physical Sciences, Heriot-Watt University, Edinburgh, UK",55.861155,-4.2501687
"Department of Engineering and the Physical Sciences, Heriot-Watt University, Edinburgh, UK","Compound Semiconductor Technologies Global Limited, Glasgow, UK",55.9533456,-3.1883749
"Analytics AI Laboratory, Corporate Research and Development Center, Toshiba Corporation, Kawasaki, Japan","Toshiba Memory Corporation, Minato, Japan",35.5305307,139.7028012
"Toshiba Memory Corporation, Minato, Japan","Analytics AI Laboratory, Corporate Research and Development Center, Toshiba Corporation, Kawasaki, Japan",35.6432274,139.7400553
"Holcombe Department of Electrical and Computer Engineering and Center for Silicon Nanoelectronics, Clemson University, Clemson, SC, USA",,33.6874388,-80.4363743
"State Key Laboratory on Integrated Optoelectronics, Department of Electronical Engineering, Tsinghua University, Beijing, China","State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China",39.9057136,116.3912972
"School of Electrical and Energy Engineering, Arizona State University, Tempe, AZ, USA","Center for Solid State Electronics Research, Arizona State University, Tempe, AZ, USA",34.395342,-111.763275
"School of Electrical and Energy Engineering, Arizona State University, Tempe, AZ, USA","ON Semiconductor Company, LLC., Phoenix, AZ, USA",34.395342,-111.763275
"Center for Solid State Electronics Research, Arizona State University, Tempe, AZ, USA","School of Electrical and Energy Engineering, Arizona State University, Tempe, AZ, USA",34.395342,-111.763275
"Center for Solid State Electronics Research, Arizona State University, Tempe, AZ, USA","ON Semiconductor Company, LLC., Phoenix, AZ, USA",34.395342,-111.763275
"Faculty of Electronics, Telecommunications, and Informatics, Department of Optoelectronics and Electronic Systems, Gdańsk University of Technology, GdaDsk, Poland",,,
"Department of Electrical and Electronic Engineering, Yonsei University, Seoul, South Korea",,37.5666791,126.9782914
"Department of Electronic and Electrical Engineering, University of Bristol, Bristol, UK",,51.4538022,-2.5972985
"Beijing Key Laboratory of Low Dimensional Semiconductor Materials and Devices, Beijing, China","Institute of Physical Science and Engineering, Zhengzhou University, Zhengzhou, China",39.9057136,116.3912972
"Beijing Key Laboratory of Low Dimensional Semiconductor Materials and Devices, Beijing, China","State Key Laboratory for Mesoscopic Physics, School of Physics, Peking University, Beijing, China",39.9057136,116.3912972
"Department of Chemistry, Indian Institute of Technology Kanpur, Kanpur, India","Magma Design Automation India Private Limited, Bangalore, India",26.4609135,80.3217588
"Department of Chemistry, Indian Institute of Technology Kanpur, Kanpur, India","Department of Electrical Engineering, Indian Institute of Technology Kanpur, Kanpur, India",26.4609135,80.3217588
"Department of Electrical Engineering, Indian Institute of Technology Kanpur, Kanpur, India","Magma Design Automation India Private Limited, Bangalore, India",26.4609135,80.3217588
"Department of Electrical Engineering, Indian Institute of Technology Kanpur, Kanpur, India","Department of Chemistry, Indian Institute of Technology Kanpur, Kanpur, India",26.4609135,80.3217588
"Magma Design Automation India Private Limited, Bangalore, India","Department of Electrical Engineering, Indian Institute of Technology Kanpur, Kanpur, India",12.9767936,77.590082
"Magma Design Automation India Private Limited, Bangalore, India","Department of Chemistry, Indian Institute of Technology Kanpur, Kanpur, India",12.9767936,77.590082
"Department of Informatics and Telecommunications, University of Athens, Athens, Greece","Department of Material Science, University of Patras, Rio-Patras, Greece",37.9755648,23.7348324
"Department of Informatics and Telecommunications, University of Athens, Athens, Greece","Department of Computing and Electronics Systems, University of Essex, Colchester, U.K.",37.9755648,23.7348324
"Department of Informatics and Telecommunications, University of Athens, Athens, Greece","Optical Communications Laboratory, Department of Informatics and Telecommunications, University of Athens (NKUA), Athens, Greece",37.9755648,23.7348324
"Department of Material Science, University of Patras, Rio-Patras, Greece","Department of Computing and Electronics Systems, University of Essex, Colchester, U.K.",38.3018989,21.782579
"Department of Material Science, University of Patras, Rio-Patras, Greece","Department of Informatics and Telecommunications, University of Athens, Athens, Greece",38.3018989,21.782579
"Department of Material Science, University of Patras, Rio-Patras, Greece","Optical Communications Laboratory, Department of Informatics and Telecommunications, University of Athens (NKUA), Athens, Greece",38.3018989,21.782579
"Optical Communications Laboratory, Department of Informatics and Telecommunications, University of Athens (NKUA), Athens, Greece","Department of Material Science, University of Patras, Rio-Patras, Greece",37.9755648,23.7348324
"Optical Communications Laboratory, Department of Informatics and Telecommunications, University of Athens (NKUA), Athens, Greece","Department of Computing and Electronics Systems, University of Essex, Colchester, U.K.",37.9755648,23.7348324
"Optical Communications Laboratory, Department of Informatics and Telecommunications, University of Athens (NKUA), Athens, Greece","Department of Informatics and Telecommunications, University of Athens, Athens, Greece",37.9755648,23.7348324
"Department of Computing and Electronics Systems, University of Essex, Colchester, U.K.","Department of Material Science, University of Patras, Rio-Patras, Greece",51.8896903,0.8994651
"Department of Computing and Electronics Systems, University of Essex, Colchester, U.K.","Department of Informatics and Telecommunications, University of Athens, Athens, Greece",51.8896903,0.8994651
"Department of Computing and Electronics Systems, University of Essex, Colchester, U.K.","Optical Communications Laboratory, Department of Informatics and Telecommunications, University of Athens (NKUA), Athens, Greece",51.8896903,0.8994651
"Lightwave System, Ciena Corporation, Linthicum, MD, USA",,39.5162401,-76.9382069
"Chair of Dependable Nano Computing (CDNC), Karlsruhe, Germany","Laboratory for Thin Films and Photovoltaics, Swiss Federal Laboratories for Materials Science and Technology Empa, Duebendorf, Switzerland",49.0068705,8.4034195
"Chair of Dependable Nano Computing (CDNC), Karlsruhe, Germany","Institut de Microelectrónica de Barcelona, Barcelona, Spain",49.0068705,8.4034195
"Chair of Dependable Nano Computing (CDNC), Karlsruhe, Germany","Institute of Nanotechnology (INT), Eggenstein-Leopoldshafe, Germany",49.0068705,8.4034195
"Institut de Microelectrónica de Barcelona, Barcelona, Spain","Laboratory for Thin Films and Photovoltaics, Swiss Federal Laboratories for Materials Science and Technology Empa, Duebendorf, Switzerland",41.3828939,2.1774322
"Institut de Microelectrónica de Barcelona, Barcelona, Spain","Chair of Dependable Nano Computing (CDNC), Karlsruhe, Germany",41.3828939,2.1774322
"Institut de Microelectrónica de Barcelona, Barcelona, Spain","Institute of Nanotechnology (INT), Eggenstein-Leopoldshafe, Germany",41.3828939,2.1774322
"Laboratory for Thin Films and Photovoltaics, Swiss Federal Laboratories for Materials Science and Technology Empa, Duebendorf, Switzerland","Institut de Microelectrónica de Barcelona, Barcelona, Spain",47.3969942,8.6185666
"Laboratory for Thin Films and Photovoltaics, Swiss Federal Laboratories for Materials Science and Technology Empa, Duebendorf, Switzerland","Chair of Dependable Nano Computing (CDNC), Karlsruhe, Germany",47.3969942,8.6185666
"Laboratory for Thin Films and Photovoltaics, Swiss Federal Laboratories for Materials Science and Technology Empa, Duebendorf, Switzerland","Institute of Nanotechnology (INT), Eggenstein-Leopoldshafe, Germany",47.3969942,8.6185666
"Institute of Nanotechnology (INT), Eggenstein-Leopoldshafe, Germany","Institut de Microelectrónica de Barcelona, Barcelona, Spain",,
"Institute of Nanotechnology (INT), Eggenstein-Leopoldshafe, Germany","Chair of Dependable Nano Computing (CDNC), Karlsruhe, Germany",,
"Institute of Nanotechnology (INT), Eggenstein-Leopoldshafe, Germany","Laboratory for Thin Films and Photovoltaics, Swiss Federal Laboratories for Materials Science and Technology Empa, Duebendorf, Switzerland",,
"German-French Research Institute of Saint Louis, Saint Louis, France",,48.7160783,7.1884164
"Division of Emcore, Ortel, Alhambra, CA, USA",,36.7014631,-118.755997
"Quality Engineering Section, Sanyo Electric Company Limited, Gifu, Japan","Sanyo Electric Company Limited, Japan",35.7867449,137.0460777
"Sanyo Electric Company Limited, Japan","Quality Engineering Section, Sanyo Electric Company Limited, Gifu, Japan",,
"Department of Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China",,31.2312707,121.4700152
"QR&HR Center, Semicond. Manuf. Int. Corp, Shanghai, China","QR and HR Center, Semiconductor Manufacturing Intenational Group, Shanghai, China",31.2312707,121.4700152
"QR and HR Center, Semiconductor Manufacturing Intenational Group, Shanghai, China","QR&HR Center, Semicond. Manuf. Int. Corp, Shanghai, China",31.2312707,121.4700152
"Institute of Physical Science and Engineering, Zhengzhou University, Zhengzhou, China","Beijing Key Laboratory of Low Dimensional Semiconductor Materials and Devices, Beijing, China",34.7487244,113.6191483
"Institute of Physical Science and Engineering, Zhengzhou University, Zhengzhou, China","State Key Laboratory for Mesoscopic Physics, School of Physics, Peking University, Beijing, China",34.7487244,113.6191483
"Toshiba Corporation, Yokohama, Japan","Tokyo Institute of Technology, Yokohama, Japan",35.4443947,139.6367727
"Tokyo Institute of Technology, Yokohama, Japan","Toshiba Corporation, Yokohama, Japan",35.4443947,139.6367727
"Fairchild Semiconductor Corporation, Munich, Germany","Fairchild Semiconductor Corporation, Kista, Sweden",48.1371079,11.5753822
"Fairchild Semiconductor Corporation, Kista, Sweden","Fairchild Semiconductor Corporation, Munich, Germany",59.403311,17.9442849
"The Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada",,50.000678,-86.000977
"IIS, RCAST, NCRC, University of Tokyo, Tokyo, Japan","Fujitsu Laboratories Limited, Atsugi, Japan",35.6840574,139.7744912
"Taiwan Semiconductor Manufacturing Company (TSMC), Hsinchu, Taiwan","National Applied Research Laboratories, Taiwan Instrument Research Institute, Hsinchu, Taiwan",24.8066333,120.9686833
"Taiwan Semiconductor Manufacturing Company (TSMC), Hsinchu, Taiwan","Department of Materials Science and Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Taiwan Semiconductor Manufacturing Company (TSMC), Hsinchu, Taiwan","International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Taiwan Semiconductor Manufacturing Company (TSMC), Hsinchu, Taiwan","Department of Photonics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"National Applied Research Laboratories, Taiwan Instrument Research Institute, Hsinchu, Taiwan","Taiwan Semiconductor Manufacturing Company (TSMC), Hsinchu, Taiwan",24.8066333,120.9686833
"National Applied Research Laboratories, Taiwan Instrument Research Institute, Hsinchu, Taiwan","Department of Materials Science and Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"National Applied Research Laboratories, Taiwan Instrument Research Institute, Hsinchu, Taiwan","International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"National Applied Research Laboratories, Taiwan Instrument Research Institute, Hsinchu, Taiwan","Department of Photonics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Materials Science and Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Taiwan Semiconductor Manufacturing Company (TSMC), Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Materials Science and Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Photonics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Materials Science and Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Materials Science and Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","National Applied Research Laboratories, Taiwan Instrument Research Institute, Hsinchu, Taiwan",24.8066333,120.9686833
"International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Materials Science and Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","imec, Leuven, Belgium",24.8066333,120.9686833
"International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Taiwan Semiconductor Manufacturing Company (TSMC), Hsinchu, Taiwan",24.8066333,120.9686833
"International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","National Applied Research Laboratories, Taiwan Instrument Research Institute, Hsinchu, Taiwan",24.8066333,120.9686833
"International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Photonics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Photonics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Taiwan Semiconductor Manufacturing Company (TSMC), Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Photonics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","Department of Materials Science and Engineering, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Photonics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Photonics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan","National Applied Research Laboratories, Taiwan Instrument Research Institute, Hsinchu, Taiwan",24.8066333,120.9686833
"Department of Electrical and Computer Engineering, Microelectronics Research Center, University of Texas, Austin, Austin, TX, USA",,31.2638905,-98.5456116
"Department of Information Technology, Ghent University IMEC, Ghent, Belgium",,51.0538286,3.7250121
"Motorola, Inc., Phoenix, AZ, USA","Modeling and Analysis of Semiconductor Manufacturing Laboratory, Ira A. Fulton School of Engineering, Arizona State University, Tempe, AZ, USA",34.395342,-111.763275
"Modeling and Analysis of Semiconductor Manufacturing Laboratory, Ira A. Fulton School of Engineering, Arizona State University, Tempe, AZ, USA","Motorola, Inc., Phoenix, AZ, USA",34.395342,-111.763275
"Department of Electrical and Computer Engineering, University of Illinois, Urbana-Champaign, Urbana, IL, USA","Institut für Festkörperphysik, Technische Universität Berlin, Berlin, Germany",40.0796606,-89.4337288
"Institut für Festkörperphysik, Technische Universität Berlin, Berlin, Germany","Department of Electrical and Computer Engineering, University of Illinois, Urbana-Champaign, Urbana, IL, USA",52.5170365,13.3888599
"Automotive and Industrial Company, Panasonic Corporation, Nagaokakyo, Japan","Semiconductor Business Unit, Panasonic Semiconductor Solutions Company Ltd., Panasonic Corporation, Nagaokakyo, Japan",34.924418,135.680271
"Semiconductor Business Unit, Panasonic Semiconductor Solutions Company Ltd., Panasonic Corporation, Nagaokakyo, Japan","Automotive and Industrial Company, Panasonic Corporation, Nagaokakyo, Japan",34.924418,135.680271
"VLSI Design and Education Center, The University of Tokyo, Tokyo, Japan","Nokia Technologies, San Francisco, CA, USA",35.6840574,139.7744912
"VLSI Design and Education Center, The University of Tokyo, Tokyo, Japan","United Microelectronics Corporation, Hsinchu, Taiwan",35.6840574,139.7744912
"VLSI Design and Education Center, The University of Tokyo, Tokyo, Japan","ARM Ltd., Cambridge, U.K.",35.6840574,139.7744912
"VLSI Design and Education Center, The University of Tokyo, Tokyo, Japan","Semiconductor Energy Laboratory Company, Ltd., Atsugi, Japan",35.6840574,139.7744912
"United Microelectronics Corporation, Hsinchu, Taiwan","Nokia Technologies, San Francisco, CA, USA",24.8066333,120.9686833
"United Microelectronics Corporation, Hsinchu, Taiwan","ARM Ltd., Cambridge, U.K.",24.8066333,120.9686833
"United Microelectronics Corporation, Hsinchu, Taiwan","Semiconductor Energy Laboratory Company, Ltd., Atsugi, Japan",24.8066333,120.9686833
"United Microelectronics Corporation, Hsinchu, Taiwan","VLSI Design and Education Center, The University of Tokyo, Tokyo, Japan",24.8066333,120.9686833
"Nokia Technologies, San Francisco, CA, USA","United Microelectronics Corporation, Hsinchu, Taiwan",36.7014631,-118.755997
"Nokia Technologies, San Francisco, CA, USA","ARM Ltd., Cambridge, U.K.",36.7014631,-118.755997
"Nokia Technologies, San Francisco, CA, USA","Semiconductor Energy Laboratory Company, Ltd., Atsugi, Japan",36.7014631,-118.755997
"Nokia Technologies, San Francisco, CA, USA","VLSI Design and Education Center, The University of Tokyo, Tokyo, Japan",36.7014631,-118.755997
"ARM Ltd., Cambridge, U.K.","United Microelectronics Corporation, Hsinchu, Taiwan",52.2055314,0.1186637
"ARM Ltd., Cambridge, U.K.","Nokia Technologies, San Francisco, CA, USA",52.2055314,0.1186637
"ARM Ltd., Cambridge, U.K.","Semiconductor Energy Laboratory Company, Ltd., Atsugi, Japan",52.2055314,0.1186637
"ARM Ltd., Cambridge, U.K.","VLSI Design and Education Center, The University of Tokyo, Tokyo, Japan",52.2055314,0.1186637
"Semiconductor Energy Laboratory Company, Ltd., Atsugi, Japan","Nokia Technologies, San Francisco, CA, USA",35.464797,139.323536
