Title,Author(s),Journal,Year,# times Cited (Papers),# times Cited (Patents),URL,Affiliations,Countries,Abstract
Measurement of gain spectrum for semiconductor lasers utilizing integrations of product of emission spectrum and a phase function over one mode interval,"[""Wei-Hua Guo"", ""Qiao-Yin Lu"", ""Yong-Zhen Huang"", ""Li-Juan Yu""]",IEEE Photonics Technology Letters,2003,4,0,https://ieeexplore.ieee.org/document/1237571/,"[""State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China""]","[""China""]","A technique based on the integration of the product of amplified spontaneous emission spectrum and a phase function over one mode interval is proposed for measuring the gain spectrum for Fabry-Perot semiconductor lasers, and a gain correction factor related to the response function of the optical spectrum analyzer (OSA) is obtained for improving the accuracy of the measured spectrum. Gain spectra with a difference less than 1.3 cm/sup -1/ from 1500 to 1600 nm are obtained for a 250-μm-long semiconductor laser at an OSA resolution of 0.06, 0.1, 0.2, and 0.5 nm. The corresponding gain correction factor is about 9 cm/sup -1/ at a resolution of 0.5 nm. The gain spectrum measured at a resolution of 0.5 nm has the same accuracy as that obtained by the Hakki-Paoli method at a resolution of 0.06 nm for a laser with a mode interval of 1.3 nm."
Impacts of Pulsing Schemes on the Endurance of Ferroelectric Metal–Ferroelectric–Insulator–Semiconductor Capacitors,"[""Cheng-Hung Wu"", ""Nicolo\u2019 Ronchi"", ""Kuan-Chi Wang"", ""Yu-Yun Wang"", ""Sean Mcmitchell"", ""Kaustuv Banerjee"", ""Geert van Den Bosch"", ""Jan van Houdt"", ""Tian-Li Wu""]",IEEE Journal of the Electron Devices Society,2022,2,0,https://ieeexplore.ieee.org/document/9677029/,"[""International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan"", ""imec, Leuven, Belgium""]","[""Taiwan"", ""Belgium""]","In this work, the impacts of various pulsing schemes on endurance are comprehensively investigated. Trapezoidal and triangular waveforms are considered in endurance cycling tests. For endurance cycling with the trapezoidal waveforms, different rising time (T r )/falling time (T f ), e.g., 0.05–5μs, with a fixed pulse width (T width ) and different pulse width (T width ), i.e., 0-10μs, with fixed rising time (T r )/falling time (T f ) are used. As for the endurance cycling with the triangular waveforms, the frequencies are ranged from 1 kHz to 1 MHz. The results indicate that a shorter rising time (T r )/falling time (T f ) results in a completely different endurance characteristic, and a longer T width leads to an earlier breakdown. Furthermore, the higher frequency of the triangular waveform results in a larger remnant polarization (2Pr) after endurance cycling. Overall, the endurance is highly dependent on the pulsing schemes, suggesting that a standardized methodology for the endurance evaluation is necessary for fair benchmarks and qualification of the ferroelectric-based technologies."
Investigation of Traps in Thin-Film Organic Semiconductors Using Differential Analysis of Steady-State Current–Voltage Characteristics,"[""S. M. H. Rizvi"", ""B. Mazhari""]",IEEE Transactions on Electron Devices,2018,5,0,https://ieeexplore.ieee.org/document/8402233/,"[""Department of Electrical Engineering, IIT Kanpur, Kanpur, India""]","[""India""]","A study of traps in thin organic semiconductor films is described through the analysis of their impact on current voltage (J-V) characteristics of two terminal diode-like structures. The J-V characteristics follow a power law whose exponent exhibits voltage dependence as a result of change in trap occupancy with applied voltage. A method of analysis of J-V characteristics using the product of differential resistance and current is described which enables different unique regions of device characteristics to be visually delineated and facilitates extraction of threshold voltage, marking onset of trap-filled regime. Simulation results are presented to validate and highlight the usefulness of the proposed concepts and techniques. The experimental results obtained with polymers P3HT, blend of P3HT with phenyl C61 butyric acid methyl ester, and small molecule pentacene organic semiconductor are used to illustrate the insight offered by the proposed method. Both simulation and experimental results indicate that analysis based on double-log plots may lead to large overestimation of voltage marking onset of trap-filled regime."
Potential of the Amorphous Oxide Semiconductors for Heterogeneous Power Integration Applications,"[""Xianda Zhou"", ""Lei Lu"", ""Yang Liu"", ""Kai Wang"", ""Yufeng Guo"", ""Hanbin Ma"", ""Jun Yu"", ""Arokia Nathan"", ""Johnny K.O. Sin""]",IEEE Transactions on Electron Devices,2023,1,0,https://ieeexplore.ieee.org/document/9979691/,"[""Suzhou Institute of Biomedical Engineering and Technology, Chinese Academy of Sciences, Suzhou, China"", ""School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China"", ""School of Information Science and Engineering, Shandong University, Qingdao, China"", ""School of Electronic and Computer Engineering, Shenzhen Graduate School, Peking University, Shenzhen, China"", ""Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong, China"", ""College of Integrated Circuit Science and Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China"", ""School of Integrated Circuits, Guangdong University of Technology, Guangzhou, China""]","[""China""]","In the emerging heterogeneous power integration applications, the power devices have to be fabricated on metal/glass/organics. In this field, amorphous oxide semiconductors (AOSs) have being the dominant semiconductor material to fulfill the low-temperature fabrication requirement. In the AOSs, the theoretical tradeoff between specificON-resistance (RON,sp) and breakdown voltage (BV) is discussed. It is found that the tradeoff is rather different from the situation in these commonly used single-crystal semiconductors. In the AOSs, under the one-dimensional condition,RON,spis not proportional toBV2due to the unique charge carrier mobility dependence on the carrier concentration. An analytical model has been extracted to describe such dependence, and it is found thatRON,spis proportional toBV4. Moreover, it is revealed that under a two-dimensional condition, such as reduced surface field (RESURF) condition, a “heavily doped” drift region can be used, and the mobility degradation issue could be resolved."
Acoustic Emission in Power Semiconductor Modules—First Observations,"[""Tommi J. K\u00e4rkk\u00e4inen"", ""Joonas P. Talvitie"", ""Mikko Kuisma"", ""Janne Hannonen"", ""Juha-Pekka Str\u00f6m"", ""Elena Mengotti"", ""Pertti Silventoinen""]",IEEE Transactions on Power Electronics,2014,37,1,https://ieeexplore.ieee.org/document/6690217/,"[""Institute of Energy Technology, Lappeenranta University of Technology, Lappeenranta, Finland"", ""ABB Corporate Research, Zurich, Switzerland""]","[""Finland"", ""Switzerland""]","Traditionally, condition monitoring of power semiconductor modules has been based on electrical measurements. Acoustic emission has been utilized for condition monitoring in many other applications, but is an unknown phenomenon in power semiconductor modules. In this paper, the authors present an experimental setup used to show that acoustic emission does occur because of the switching of power semiconductor components. An analysis based on propagation delays is used to determine the source of the acoustic emission."
Multichannel Wavelength Conversion Using Four-Wave Mixing in Semiconductor Ring Lasers,"[""Antonio Perez-Serrano"", ""Julien Javaloyes"", ""Salvador Balle""]",IEEE Photonics Technology Letters,2013,9,0,https://ieeexplore.ieee.org/document/6413173/,"[""Departament de F\u00edsica, Universitat de les Illes Balears, Palma de Mallorca, Spain"", ""Institut mediterrani d'Estudis Avan\u00e7ats, Esporles, Spain"", ""Weierstrass Institute of Applied Analysis and Stochastics, Berlin, Germany""]","[""Spain"", ""Germany""]","We theoretically study all-optical simultaneous wavelength conversion of multiple channels by four-wave mixing in semiconductor ring lasers. Locking the semiconductor ring laser to a holding beam allows us to achieve large conversion efficiencies with good signal-to-noise ratio in several channels at multi-Gb/s bit rates. Cross-talk between signals, arising from the peculiar four-wave mixing cascade of modes in semiconductor ring lasers and their cross-gain saturation, is studied in detail. We show that it can be controlled by adjusting the intensity of the holding beam, the bias current of the laser, and the number, intensity, and wavelength of signals that one wants to convert."
Novel Si/SiC Heterojunction Lateral Double-Diffused Metal Oxide Semiconductor With SIPOS Field Plate by Simulation Study,"[""Baoxing Duan"", ""Shaoxuan Xue"", ""Xin Huang"", ""Yintang Yang""]",IEEE Journal of the Electron Devices Society,2021,13,0,https://ieeexplore.ieee.org/document/9276452/,"[""Key Laboratory of the Ministry of Education for Wide Band-Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi\u2019an, China""]","[""China""]","A novel Si/SiC heterojunction Lateral Double-diffused Metal Oxide Semiconductor with the Semi-Insulating Polycrystalline Silicon field plate (SIPOS Si/SiC LDMOS) is proposed in this paper for the first time. The innovative terminal technology of Breakdown Point Transfer (BPT) had been applied on Si/SiC MOSFETs. This creative technology improved Breakdown Voltage (BV) of the proposed device, compared with the conventional Si LDMOS (Cov. LDMOS). In order to optimize the trade-off between BV and Specific On-Resistance (RON,SP), the SIPOS field plate is applied on Si/SiC LDMOS for the first time in this paper. At On-State, due to the internal electric field of SIPOS filed plate, the majority carriers accumulation layer is formed on the surface of the drift region for the proposed SIPOS Si/SiC LDMOS, which means RON,SP will be reduced. Meanwhile, the electric field modulation effect of SIPOS field plate can make the surface electric field distribute evenly, which leads to an increase of BV. In addition, due to the high-thermal conductivity of SiC substrate, the heat-dissipation efficiency of the proposed device is significantly improved. The simulation results show that the BV of SIPOS Si/SiC LDMOS is 428.4V, which increased by 78.4% in comparison with Cov. LDMOS (BV of 240.0V) with the same structure parameters. The R ON,SP of SIPOS Si/SiC LDMOS is decreased from 33.2mΩ · cm 2 of Cov. LDMOS to 24.0mΩ · cm 2 , decreased by 27.7%. Furthermore, the figure-of-merit (FOM = BV 2 /R on,sp ) of SIPOS Si/SiC LDMOS reaches 7.6MW/cm2, which means SIPOS Si/SiC LDMOS has enough performance to break the Silicon limit."
InGaAsN metal-semiconductor-metal photodetectors with Modulation-doped heterostructures,"[""S.H. Hsu"", ""Y.K. Su"", ""S.J. Chang"", ""W.C. Chen"", ""H.L. Tsai""]",IEEE Photonics Technology Letters,2006,9,0,https://ieeexplore.ieee.org/document/1580561/,"[""Institute of Microelectronics and Department of Electrical Engineering, National Cheng Kung University, Tainan, Taiwan""]","[""Taiwan""]","InGaAsN metal-semiconductor-metal (MSM) photodetectors (PDs) with modulation-doped heterostructures have been successfully fabricated. It was found from capacitance-voltage measurements that carriers were well confined. Using thermionic emission theory and measured dark currents, it was found that effective Schottky barrier heights were 0.61, 0.72, 0.50, and 0.23 eV for the MSM-PDs with Al 0.2 Ga 0.8 As cap layer doping N d =5times10 16 , 9times10 16 , 2times10 17 , and 6times10 17 cm -3 , respectively. Furthermore, it was found that measured responsivities were 0.02, 0.14, and 0.22 A/W and for the MSM-PDs with N d =5times10 16 , 9times10 16 , and 2times10 17 cm -3 , respectively"
Normally-Off Computing for Crystalline Oxide Semiconductor-Based Multicontext FPGA Capable of Fine-Grained Power Gating on Programmable Logic Element With Nonvolatile Shadow Register,"[""Takeshi Aoki"", ""Yuki Okamoto"", ""Takashi Nakagawa"", ""Munehiro Kozuma"", ""Yoshiyuki Kurokawa"", ""Takayuki Ikeda"", ""Naoto Yamade"", ""Yutaka Okazaki"", ""Hidekazu Miyairi"", ""Masahiro Fujita"", ""Jun Koyama"", ""Shunpei Yamazaki""]",IEEE Journal of Solid-State Circuits,2015,8,0,https://ieeexplore.ieee.org/document/7128746/,"[""The University of Tokyo, VLSI Design and Education Center (VDEC), Tokyo, Japan"", ""Semiconductor Energy Laboratory Co., Ltd., Atsugi-shi, Kanagawa, Japan""]","[""Japan""]","Normally-off computing (Noff computing) using a multicontext field programmable gate array (MC-FPGA) consisting of crystalline oxide semiconductor FETs has been developed. The Noff computing discussed in this paper is a control architecture for an MC-FPGA capable of performing fine-grained power gating on each programmable logic element (PLE) whose registers include a volatile register and also a nonvolatile shadow register for storing and loading data in the volatile register. The MC-FPGA performs fine-grained control of power supplied only to PLEs contributing to effective calculation, when context switching happens. With an MC-FPGA fabricated with a hybrid process of a 1.0 µm crystalline oxide semiconductor FET on a 0.5 µm CMOS FET, it has been confirmed that the proposed Noff computing can resume the previous task when a context switches back to it, increases PLE use efficiency, and reduces the power consumption by 27.7% at operating frequencies of 20 MHz with a driving voltage of 2.5 V."
Small-Signal Equivalent-Circuit Model and Characterization of 1.55-μm Buried Tunnel Junction Vertical-Cavity Surface-Emitting Lasers,"[""Ning Hua Zhu"", ""Gui Zhi Xu"", ""Werner Hofmann"", ""Wei Chen"", ""Gerhard Bohm"", ""Yu Liu"", ""Xin Wang"", ""Liang Xie"", ""Markus-Christian Amann""]",IEEE Transactions on Microwave Theory and Techniques,2010,7,0,https://ieeexplore.ieee.org/document/5444925/,"[""State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China"", ""Walter Schottky Institute, Technical University Munich, Garching, Germany""]","[""China"", ""Germany""]","An equivalent-circuit model for a novel 1.55- μm buried tunnel junction vertical-cavity surface-emitting laser chip is proposed based on the structure of the device. The values of the equivalent-circuit elements are determined by fitting the reflection and transmission coefficients at different bias currents. Good agreement between measured and simulated results implies the validity of the equivalent-circuit model. The influences of the buried tunnel junction, active region, and parasitic parameters on the high-frequency responses are investigated based on measurements and theoretical predictions. It is shown that the impedance of the device will change with the bias current, even if the bias current is above threshold, which is different from the edge-emitting laser, and the frequency responses depend on both the buried tunnel junction and mesa diameters."
Wavelength-tunable narrow-linewidth semiconductor fiber-ring laser,"[""Zhaoyang Hu"", ""Fuying Li"", ""Zhenwu Pan"", ""Wei Tan""]",IEEE Photonics Technology Letters,2000,0,0,https://ieeexplore.ieee.org/document/867980/,"[""Department of Precision Instruments, Tsinghua University, Beijing, China""]","[""China""]","A passive sub-ring was inserted into a semiconductor fiber-ring laser as the Vernier configuration to enable stable lasing spectrum. Wavelength tuning over 20 nm and fine tuning of less than 0.0001 nm were obtained by rotating the polarization controller and adjusting the voltage on the phase modulator, respectively. A narrow linewidth of less than 10 kHz and a sidemode suppression ratio of higher than 35 dB were demonstrated with single longitudinal-mode operation."
Integrated Computational Investigation of Photoconductive Semiconductor Switches in Pulsed Power Radio Frequency Applications,"[""Timothy S. Wolfe"", ""Sarah Ashley Francis"", ""Derrick Langley"", ""James C. Petrosky"", ""Jason Roos"", ""Andrew Terzuoli"", ""Timothy Zens""]",IEEE Transactions on Plasma Science,2016,7,0,https://ieeexplore.ieee.org/document/7360931/,"[""Air Force Institute of Technology, Wright-Patterson AFB, OH, USA"", ""Autani, LLC, Nashville, TN, USA"", ""Air Force Research Laboratory, Kirtland AFB, NM, USA""]","[""United States""]","Successful integration of linear-mode photoconductive semiconductor switches (PCSS) into RF pulsing antenna sources may yield higher switching speeds and improved power efficiency over conventional switching methods, while also reducing size/weight. This paper presents a multiphysics computational methodology for studying linear-mode PCSS in a high-power antenna system, with a focus on extrinsically triggered wide-bandgap materials. A comparison with the existing literature reveals crucial performance sensitivities to photon absorption models, as well as encouraging results for the potential of PCSS as high-power switching devices."
Random Dopant Fluctuation-Induced Threshold Voltage Variation-Immune Ge FinFET With Metal–Interlayer–Semiconductor Source/Drain,"[""Changho Shin"", ""Jeong-Kyu Kim"", ""Gwang-Sik Kim"", ""Hyunjae Lee"", ""Changhwan Shin"", ""Jong-Kook Kim"", ""Byung Jin Cho"", ""Hyun-Yong Yu""]",IEEE Transactions on Electron Devices,2016,13,0,https://ieeexplore.ieee.org/document/7571111/,"[""School of Electrical Engineering, Korea University, Seoul, South Korea"", ""School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea"", ""School of Electrical and Computer Engineering, University of Seoul, Seoul, South Korea""]","[""South Korea""]","The impact of process-induced random dopant fluctuation (RDF)-induced threshold voltage (Vth) variation on the performance of 7-nm n-type germanium (Ge) FinFETs with and without a metal-interlayer-semiconductor (MIS) source/drain (S/D) structure is investigated using 3-D TCAD simulations. In order to reduce the RDF-induced V th variation, an MIS S/D structure with a heavily doped n-type zinc oxide (ZnO) interlayer is used in the S/D region of the Ge FinFET. Thus, without performance degradation, the Ge FinFET with an MIS S/D structure achieves approximately threefold reduction in the RDF-induced V th variation (versus without an MIS S/D structure). The impact of various fin parameters (i.e., fin height and fin width) on the RDF-induced V th variation is also investigated. It is noteworthy that variation is suppressed as the fin height (fin width) increases (decreases)."
InP-Based Surface-Emitting Distributed Feedback Lasers Operating at 2004 nm,"[""Dong-Bo Wang"", ""Jin-Chuan Zhang"", ""Sen-Sen Li"", ""Feng-Min Cheng"", ""Zeng-Hui Gu"", ""Yi-Xuan Zhu"", ""Ning Zhuo"", ""Shen-Qiang Zhai"", ""Li-Jun Wang"", ""Jun-Qi Liu"", ""Shu-Man Liu"", ""Feng-Qi Liu"", ""Zhan-Guo Wang""]",IEEE Photonics Technology Letters,2019,1,0,https://ieeexplore.ieee.org/document/8846090/,"[""Key Laboratory of Semiconductor Materials Science, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China"", ""Science and Technology on Electro-Optical Information Security Control Laboratory, Tianjin, China""]","[""China""]","We demonstrate InP-based buried grating coupled surface-emitting distributed feedback (DFB) lasers designed to operate at a wavelength of 2004 nm. The laser structure consists of three InGaAsSb/InGaAs QWs, with a 5 μm wide double-channel ridge waveguide. A second-order semiconductor/semiconductor grating is used for in-plane feedback and vertical out-coupling. The single longitudinal mode emission wavelength of the fabricated laser can be adjusted from 2002.7 to 2006 nm without any mode hopping. High side-mode suppression ratio (SMSR) of at least 35 dB is achieved under all injection currents and temperature conditions. The edge output power reaches 19 mW, measured in continuous-wave (CW) mode at 10 °C. Simultaneously, the output power of surface emission reaches 8 mW."
Widely and Rapidly Tunable Semiconductor Master-Oscillator Fiber Amplifier Around 1080 nm,"[""Balaji Adhimoolam"", ""Marvin E. Klein"", ""Ian D. Lindsay"", ""Petra Gros"", ""Chris J. Lee"", ""Klaus-Jochen Boller""]",IEEE Photonics Technology Letters,2006,2,0,https://ieeexplore.ieee.org/document/4026600/,"[""Art Innovation B.V., Oldenzaal, EJ, Netherlands"", ""Department of Science and Technology, University of Twente, Enschede, AE, Netherlands""]","[""Netherlands""]",We describe the wide and rapid wavelength tuning of a continuous-wave master-oscillator power-amplifier system consisting of a semiconductor-amplifier-based oscillator and an ytterbium (Yb)-doped fiber amplifier. The oscillator utilizes an acoustooptic tunable filter and an intracavity etalon to achieve wavelength tuning of 36 nm in 5 ms. The 50-mW output from the master oscillator was amplified to over 9 W in an Yb-doped fiber amplifier.
Performance of a Novel Rear-Triggered 4H-SiC Photoconductive Semiconductor Switch,"[""Zhuoyun Feng"", ""Chongbiao Luan"", ""Longfei Xiao"", ""Yangfan Li"", ""Huiru Sha"", ""Xun Sun"", ""Xiufang Chen"", ""Xiangang Xu"", ""Hongtao Li""]",IEEE Transactions on Electron Devices,2023,2,0,https://ieeexplore.ieee.org/document/9992256/,"[""Institute of Fluid Physics, China Academy of Engineering Physics, Mianyang, China"", ""State Key Laboratory of Crystal Materials and the Institute of Novel Semiconductors, Shandong University, Jinan, China""]","[""China""]","Radial lateral structure photoconductive switches are fabricated in this work via vanadium-doped 4H-SiC and high-purity 4H-SiC materials. The switches are triggered by 355- and 532-nm laser, and the performance of the switch is compared in the applied voltage range of 1–10 kV and laser energy range of 0.3–14 mJ. The experimental results show that the conduction current of the laser incident from the rear is larger. Simulations of the current density distribution of a 2-D cross section of the photoconductive switch provide theoretical support for this phenomenon. Additionally, the conduction current of the high-purity material is found to be higher than that of the vanadium-doped material under the same conditions."
A Data Driven Cycle Time Prediction With Feature Selection in a Semiconductor Wafer Fabrication System,"[""Junliang Wang"", ""Jie Zhang"", ""Xiaoxi Wang""]",IEEE Transactions on Semiconductor Manufacturing,2018,63,0,https://ieeexplore.ieee.org/document/8242675/,"[""College of Mechanical Engineering, Donghua University, Shanghai, China"", ""School of Mechanical Engineering, Shanghai Jiao Tong University, Shanghai, China""]","[""China""]","Accurate prediction of cycle time (CT) plays an important role in the promises of a good delivery-time for semiconductor manufacturers. However, the CTs of wafer lots are difficult to forecast since they are influent by a lot factors (e.g., workload for every machine). The identification of key factors (called CT-related) can not only improve the prediction performance but also facilitate the control of CT, which is of particular significance. This paper focuses on gathering subtle variables into the candidate variables set along with the further analysis which is required in the correlation analysis between various candidate factors and CTs of wafer lots. The candidates set is first constructed to collect all factors that may affect wafer lots' CT. Then, a regression-based model is proposed to select CT-related variables, which consists of three parts: 1) discretization; 2) adaptive logistic regression-based correlation analysis; and 3) CT-related factor selection. Subsequently, a parallel computation model is implemented to forecast the CTs of wafer lots. In the numerical experiments, 108 CT-related factors stood out from 774 candidates and replaced six global factors (used as reference) to predict CTs of wafer lots. The results indicated that the proposed approach had higher accuracy than linear regression and back propagation network in CT forecasting in large scale data analysis."
Partial Regrowth of Optical-Gain Section for Improved Wafer Process Flexibility of InP Photonic Integrated Circuits,"[""Yuta Ueda"", ""Yusuke Saito"", ""Josuke Ozaki"", ""Yoshihiro Ogiso"", ""Takahiko Shindo"", ""Yasuaki Hashizume"", ""Mitsuteru Ishikawa""]",Journal of Lightwave Technology,2022,0,0,https://ieeexplore.ieee.org/document/9656616/,"[""NTT Device Innovation Center, Nippon Telegraph and Telephone Corporation, Atsugi, Kanagawa, Japan""]","[""Japan""]","We developed a semiconductor regrowth scheme for InP photonic integrated circuits (PICs) with optical-gain sections. Unlike conventional semiconductor regrowth schemes, a limited area corresponding to a 200-μm waveguide of an original epitaxial wafer is replaced with an optical-gain material, which improves the flexibility of a PIC process design. In this paper, we describe the partial regrowth (PRG) procedure using a window regrowth mask that defines the regrowth area. A minimum window in terms of semiconductor quality assurance is determined by observing the micro-photoluminescence intensities of the replaced regions. We also show basic performances of optical semiconductor amplifiers (SOAs) obtained by the PRG including amplification of in-phase/quadrature modulation optical signals. Furthermore, practical InP PIC applications of the PRG are also depicted: an SOA-integrated Mach-Zehnder modulator and an electrooptically tunable laser with an arrayed gain."
Design optimization of high breakdown voltage AlGaN-GaN power HEMT on an insulating substrate for R/sub ON/A-V/sub B/ tradeoff characteristics,"[""W. Saito"", ""M. Kuraguchi"", ""Y. Takada"", ""K. Tsuda"", ""I. Omura"", ""T. Ogura""]",IEEE Transactions on Electron Devices,2005,80,1,https://ieeexplore.ieee.org/document/1372715/,"[""Toshiba Research and Development Center, Kawasaki, Japan"", ""Semiconductor Company, Toshiba Corporation, Kawasaki, Japan""]","[""Japan""]","High breakdown voltage AlGaN-GaN power high-electron mobility transistors (HEMTs) on an insulating substrate were designed for the power electronics application. The field plate structure was employed for high breakdown voltage. The field plate length, the insulator thickness and AlGaN layer doping concentration were design parameters for the breakdown voltage. The optimization of the contact length and contact resistivity reduction were effective to reduce the specific on-resistance. The tradeoff characteristics between the on-resistance and the breakdown voltage can be improved by the optimization of the above design parameters, and the on-resistance can be estimated to be about 0.6 m/spl Omega//spl middot/cm/sup 2/ for the breakdown voltage of 600 V. This on-resistance is almost the same as that for the device on a conductive substrate."
Noise Transfer Characteristics in a Semiconductor Optical Amplifier With Application to Wavelength Conversion Based on a Delay Interferometer,"[""Xuefeng Tang"", ""Na Young Kim"", ""John C. Cartledge""]",Journal of Lightwave Technology,2008,0,0,https://ieeexplore.ieee.org/document/4542972/,"[""Department of Electrical and Computer Engineering, Queen's University, Kingston, Canada""]","[""Canada""]","A theoretical model is presented to analyze the noise transfer characteristics in a semiconductor optical amplifier (SOA) under the excitation of a noisy pump signal and a noise-free probe signal. An analytical expression is derived for the optical signal-to-noise ratio (OSNR) of the output probe signal from the SOA. The influence of the gain saturation of the SOA, and the pump and probe signal powers on the noise transfer characteristics is investigated. The noise transfer model is used to determine the output noise power of a delay interference wavelength converter. An analytical expression is obtained for the nonlinear phase change in the SOA, which determines the output power of the wavelength-converted signal. These results show that the noise transfer in the wavelength conversion can be suppressed by increasing the probe signal power, but that the improvement in the output signal OSNR relative to the input signal OSNR is accompanied by a reduction in the conversion efficiency. This fundamental tradeoff can be readily investigated during the design optimization process using the concise results derived in this paper."
Implementation of TFET SPICE Model for Ultra-Low Power Circuit Analysis,"[""Chika Tanaka"", ""Kanna Adachi"", ""Motohiko Fujimatsu"", ""Akira Hokazono"", ""Yoshiyuki Kondo"", ""Shigeru Kawanaka""]",IEEE Journal of the Electron Devices Society,2016,19,0,https://ieeexplore.ieee.org/document/7447668/,"[""Center for Semiconductor Research and Development, Semiconductor and Storage Company, Toshiba Corporation, Kawasaki, Japan"", ""Advanced LSI Technology Laboratory, Corporate Research and Development Center, Toshiba Corporation, Kawasaki, Japan""]","[""Japan""]","We proposed a compact model for tunneling field effect transistors (TFETs), which combines BSIM4. Our proposed model for tunneling current is based on a drift-diffusion model under the gradual-channel approximation. The total charge for the drain current has been described by a weighted sum of the tunneling charge and the oxide charge for gate-to-source overlap region. In order to obtain TFETs compact model for circuit simulation that operates in every voltage region, the operating current under the various gate-to-source voltage and drain-to-source voltage conditions are considered. Verilog-A description for our proposed model are implemented in the circuit simulator. Model parameters are extracted for conventional TFETs structure by comparing with in-house 2-D TCAD simulation results. After the transistor-level verification, the circuit-level simulation of 81-stage ring-oscillator using our proposed model has been performed."
Conduction Mechanisms of Metal-Ferroelectric- Insulator-Semiconductor Tunnel Junction on N- and P-Type Semiconductor,"[""Pengying Chang"", ""Gang Du"", ""Jinfeng Kang"", ""Xiaoyan Liu""]",IEEE Electron Device Letters,2021,16,0,https://ieeexplore.ieee.org/document/9274365/,"[""Institute of Microelectronics, Peking University, Beijing, China""]","[""China""]","Conduction mechanisms of ferroelectric tunnel junction (FTJ) using metal-ferroelectric-insulator- semiconductor (MFIS) on n- and p-type semiconductor is clarified by a new developed model, which is verified by the experimental results. In the model, electron tunneling from conduction band and valence band, and hole tunneling from valence band are included to calculate the read current in ON/OFF-state of MFIS-FTJ. The model explains the unexpected polarization polarity of ON/OFF-state in p-type and the difference of tunneling electroresistance (TER) ratio between n- and p-type MFIS-FTJ, which cannot be understood just by the depletion/accumulation for majority carriers in semiconductor."
Millimeter-wave signal generation from a monolithic semiconductor laser via subharmonic optical injection,"[""Yang Jing Wen"", ""Hai Feng Liu"", ""D. Novak"", ""Y. Ogawa""]",IEEE Photonics Technology Letters,2000,0,0,https://ieeexplore.ieee.org/document/868007/,"[""The Australian Photonics Cooperative Research Centre Department of Electrical and ElectronicEngineering, University of Melbourne, VIC, Australia"", ""The Semiconductor Technology Laboratory, Oki Electric Industry Company Limited, Hachioji, Tokyo, Japan"", ""The Australian PhotonicsCooperative Research Centre Department of Electrical and ElectronicEngineering, University of Melbourne, VIC, Australia""]","[""Japan"", ""Australia""]","A new technique for generating millimeter-wave (mm-wave) signals from a semiconductor laser without an intracavity saturable absorber, is presented, The method multiplies the signal frequency by using optical injection of short optical pulses at a subharmonic of the cavity round-trip frequency to drive the laser oscillating at its resonant frequency. A 34.64 GHz signal is generated using a multisection semiconductor laser operated under continuous wave conditions, by injecting optical pulses at a repetition rate equal to the fourth subharmonic (8.66 GHz). The generated millimeter-wave signal exhibits a large subharmonic suppression ratio (>17 dB), large frequency detuning range (>300 MHz), low levels of phase-noise (-77.5 dBc/Hz), and large locking range (>400 MHz)."
Unidirectional-Emission Single-Mode AlGaInAs-InP Microcylinder Lasers,"[""Xiao-Meng Lv"", ""Ling-Xiu Zou"", ""Jian-Dong Lin"", ""Yong-Zhen Huang"", ""Yue-De Yang"", ""Qi-Feng Yao"", ""Jin-Long Xiao"", ""Yun Du""]",IEEE Photonics Technology Letters,2012,33,0,https://ieeexplore.ieee.org/document/6169947/,"[""State Key Laboratory on Integrated Optoelectronics, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China""]","[""China""]","AlGaInAs-InP microcylinder lasers with an output waveguide surrounded by benzocyclobutene are fabricated, using standard photolithography and inductively coupled-plasma etching technique. Room-temperature continuous-wave (CW) operation is realized for a microlaser with a radius of 20 μm and a 2-μm-wide output waveguide. Single-mode operation with side-mode suppression ratio around 25 dB is achieved, and the wavelength shifts from 1563.5 to 1567.3 nm with the injection current increases from 50 to 100 mA. The characteristic temperature of the threshold current is 58 K, obtained by fitting the output power versus the injection current with analytical relations. The practical laser temperature is expected to be about 391 K at the CW injection current of 130 mA."
