Title,Author(s),Journal,Year,# times Cited (Papers),# times Cited (Patents),URL,Affiliations,Countries,Abstract
Evanescent Semiconductor Active Optical Isolators for Low Insertion Loss and High Gain Saturation Power,"['Hiromasa Shimizu', 'Syunsuke Goto']",Journal of Lightwave Technology,2010,12,3,https://ieeexplore.ieee.org/document/5415584/,"{'Department of Electrical and Electronic Engineering, Tokyo University of Agriculture슠and슠Technology, Tokyo, Japan'}",{'Japan'},"We have designed evanescent semiconductor active optical isolators to realize lower forward transparent current in transverse electric (TE) mode integrable semiconductor active optical isolators with 9.3 dB/mm optical isolation. Evanescent semiconductor active optical isolators are composed of a semiconductor optical amplifier waveguide with an InGaAsP waveguide layers having an Fe layer at its sidewall upon an MQW active layer, allowing TE-mode optical isolation to be realized without etching the MQW active layer unlike conventional TE-mode semiconductor active optical isolators. Evanescent-mode optical isolators enable higher internal quantum efficiency and lower transparent current, compared with conventional TE-mode optical isolators. Furthermore, it was found that the evanescent-mode optical isolators had higher 3 dB saturation output power."
Improved spectral properties of an optically pumped semiconductor disk laser using a thin diamond heat spreader as an intracavity filter,"['H. Lindberg', 'M. Strassner', 'A. Larsson']",IEEE Photonics Technology Letters,2005,13,1,https://ieeexplore.ieee.org/document/1453611/,"{'Photonics Laboratory, Department of Microtechnology and Nanoscience, Chalmers University of Technology, Goteborg, Sweden', 'Laboratoire Photonique et de Nanostructures, Centre National de la Recherche Scientifique (CNRS), Marcoussis, France'}","{'Sweden', 'France'}","This letter describes an optically pumped high-power InP-based semiconductor disk laser with a thin (50 μm) diamond heat spreader bonded to the surface of the gain chip. The diamond heat spreader performs the multiple functions of heat removal, spectral filtering, and wavelength stabilization by utilizing the high thermal conductivity and the low thermooptic coefficient of diamond, along with the large free-spectral range of a thin intracavity etalon. A pump-power-limited output power of 680 mW at 1.55 μm is demonstrated at a heat sink temperature of -30/spl deg/C, and 140 mW at room temperature. The spectral width was measured to be less than 0.08 nm and the spectral drift with temperature and pump power as low as 0.03 nm//spl deg/C and 0.14 nm/W, respectively."
Investigation on Single Pulse Avalanche Failure of 1200-V SiC MOSFETs via Optimized Thermoelectric Simulation,"['Zhiqiang Bai', 'Xiaoyan Tang', 'Siliang Xie', 'Yanjing He', 'Hao Yuan', 'Qingwen Song', 'Yuming Zhang']",IEEE Transactions on Electron Devices,2021,22,0,https://ieeexplore.ieee.org/document/9329069/,"{'Key Laboratory of Wide Bandgap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi’an, China'}",{'China'},"The dynamic avalanche reliability of 1200-V silicon carbide (SiC) power metal-oxide semiconductor field-effect transistors (MOSFETs) is studied in this article. The unclamped inductive switching (UIS) tests are conducted to locate failure points. An optimized thermal network model with the definition of the material above the epitaxial layer is used to simulate the avalanche process of SiC MOSFETs. The simulation and experiment results are matched, which verifies the validity of this model. Further simulation results show that a slight change in the doping profile of the p-well region will make the avalanche capability significantly different. Then, the effect of the deviation in cell parameters on the avalanche capability is studied by multicell simulation. The results demonstrate that uneven distribution of internal parameters makes the parasitic bipolar junction transistor (BJT) of some cells turn-on first, causing a significant concentration of current and heat in a very short time, and eventually forming hot spots often observed in failed devices."
Vertical p-i-n polysilicon diode with antifuse for stackable field-programmable ROM,"['S.B. Herner', 'A. Bandyopadhyay', 'S.V. Dunton', 'V. Eckert', 'J. Gu', 'K.J. Hsia', 'S. Hu', 'C. Jahn', 'D. Kidwell', 'M. Konevecki', 'M. Mahajani', 'K. Park', 'C. Petti', 'S.R. Radigan', 'U. Raghuram', 'J. Vienna', 'M.A. Vyvoda']",IEEE Electron Device Letters,2004,35,110,https://ieeexplore.ieee.org/document/1295104/,"{'The Matrix Semiconductor, Santa Clara, USA'}",{'United States'},"A field-programmable, stackable memory cell using 0.15-μm technology is demonstrated. Vertical polycrystalline silicon diodes are stacked on top of one another, with tungsten (with TiN adhesion film) interconnect wires. An SiO 2 antifuse film separates the top of each diode from the TiN-W films. The cell is programmed when sufficient biasing voltage is applied to break down the antifuse, connecting the diode to tungsten. The cell is unprogrammed when the antifuse is intact. Cell fabrication and performance are described."
High-Sensitivity Metal–Semiconductor–Metal Hydrogen Sensors With a Mixture of Pd and $\hbox{SiO}_{2}$ Forming Three-Dimensional Dipoles,"['Shao-Yen Chiu', 'Hsuan-Wei Huang', 'Tze-Hsuan Huang', 'Kun-Chieh Liang', 'Kang-Ping Liu', 'Jung-Hui Tsai', 'Wen-Shiung Lour']",IEEE Electron Device Letters,2008,23,0,https://ieeexplore.ieee.org/document/4671159/,"{'Department of Electrical Engineering, National Taiwan Ocean University, Keelung, Taiwan', 'Department of Electrical Engineering, National Taiwan Ocean University, Kaohsiung, Taiwan'}",{'Taiwan'},"New metal-semiconductor-metal hydrogen sensors are fabricated to take advantages of symmetrically bidirectional detection. Unlike commonly used single catalytic metal layers, a mixture of Pd and SiO 2 inserted between Pd and GaN was employed as sensing media. There are three sensing regions (i.e., 2-D dipole, transient, and 3-D dipole regions) observed in static response. Room-temperature sensitivity larger than 10 7 was obtained in 1080-ppm H 2 /N 2 ambient. The barrier-height variation is as high as 422 mV. To our best knowledge, these are the highest values ever reported. According to transient response, a short response time of 70 s is obtained at room temperature. Thus, a newly developed concept of forming 3-D dipoles is introduced to possibly explain experimental results."
"Influence of Vacuum Annealing on Structural, Optical, Electrical, and Magnetic Properties of Zn $_{0.94}$Co $_{0.05}$Al $_{0.01}$O Diluted Magnetic Semiconductor Thin Films","['J. C. Lee', 'Y. H. Lee', 'T. H. Chiang', 'C. W. Su', 'J. S. Lee']",IEEE Transactions on Magnetics,2012,6,0,https://ieeexplore.ieee.org/document/6332589/,"{'Physics Department, National Cheng Kung University, Tainan, Taiwan', 'Department of Electrophysics, National Chiayi University, Chiayi, Taiwan', 'Department of Applied Physics, National Ping Tung University of Education, Pingtung, Taiwan', 'Institute of Physics, Academia Sinica, Taipei, Taiwan'}",{'Taiwan'},"The Zn 0.94 Co 0.05 Al 0.01 O diluted magnetic semiconductor (DMS) thin films were made by rf magnetron co-sputtering, and annealed in vacuum at 500°C (for 0, 20, 40, and 80 min, respectively). The films have a single ZnO wurtzite structure with -axis preferred orientations, without any segregated secondary phase, and Co 2+ ions substitute tetrahedrally coordinated Zn 2+ ions site. The as-grown film is insulating and in a state of tensile stress parallel to the c-axis. After annealing in vacuum, the films have tensile stresses parallel to the (002) plane, and become conductive; moreover, the carrier concentrations increase with increasing the annealing time. The as-grown film possesses the room-temperature ferromagnetism (RTFM) and the saturation magnetization (M s ) is 0.8 μ B /Co. As the film is annealed in vacuum, the value of M s is reduced first then enhanced with the increase of annealing time."
Fast Scheduling of Semiconductor Manufacturing Facilities Using Case-Based Reasoning,"['Junseok Lim', 'Moon-Jung Chae', 'Yongseok Yang', 'In-Beom Park', 'Jaeyong Lee', 'Jonghun Park']",IEEE Transactions on Semiconductor Manufacturing,2016,23,0,https://ieeexplore.ieee.org/document/7364285/,"{'Department of Industrial Engineering, Seoul National University, Seoul, Korea', 'Department of Statistics, Seoul National University, Seoul, Korea'}",{'South Korea'},"This paper presents a scheduling method for semiconductor manufacturing systems through utilizing a case-based reasoning approach that consists of modeling, casebase building, and reasoning steps. Petri nets are employed as a model for representing the behavior of a system and accommodating various types of constraints. Casebase contains the cases, composed of pairs of a state and the decision made at the state, and it is built from the solutions of previously solved problems. Subsequently, a schedule for a new problem with different production requirements, initial setup status, and number of setup change operators is obtained by sequentially retrieving and reusing the cases that are most similar to the states encountered during schedule generation in the reasoning step. Extensive experiments demonstrate the performances of the proposed approach, compared to those of dispatching rule and meta-heuristic methods, and also show the robustness against possible perturbations in terms of production requirements and initial setup status based on real world scale datasets. The proposed method significantly outperformed a meta-heuristic algorithm in terms of computation time while requiring much less sacrifice in a performance metric than the competitive dispatching rules."
High turn-off current capability of parallel-connected 4.5 kV trench IEGT,"['T. Ogura', 'K. Sugiyama', 'H. Ninomiya', 'T. Inoue', 'S. Hasegawa', 'H. Matsuda', 'H. Ohashi']",IEEE Transactions on Electron Devices,2003,15,0,https://ieeexplore.ieee.org/document/1210803/,"{'Research & Development Center, Semiconductor Company, Toshiba Corporation, Kawasaki, Japan', 'Discrete Semiconductor Division, Semiconductor Company, Toshiba Corporation, Kawasaki, Japan'}",{'Japan'},"An injection enhancement IGBT (IEGT) is a high-power switching device that realizes low saturation voltage by the injection enhancement effect (IE-effect). The experimental results obtained by the IE-effect are presented. The trench IEGTs with 6- and 12-/spl mu/m trench depth were compared with a planar IEGT. These experimental results show that the trench IEGT has a better trade-off relation between saturation voltage and turn-off loss than the planar IEGT. Moreover, the trench IEGT with 12-/spl mu/m trench depth has a better trade-off relation than that with 6-/spl mu/m trench depth. These results prove clearly that the IE-effect improves the trade-off relation. Turn-off characteristics of parallel-connected 4.5 kV trench IEGTs are discussed. The influence of the gate circuit parameters on a turn-off current balance was examined in order to realize high turn-off current capability. It is concluded that the reduction of the gate parasitic inductance is important for uniform turn-off operation. At optimum gate circuit condition, it is shown that the maximum turn-off current increases in proportion to the number of IEGT chips. As a result, a 1300-A turn-off current capability was obtained using nine parallel-connected IEGT chips in an inductive load circuit and without any snubber circuits. In conclusion, the IEGT has a good prospect of replacing the gate turn-off thyristor (GTO) for high-voltage applications, such as motor controls for traction, industrial motor drives, and so on."
40-Gb/s Low Chirp Electroabsorption Modulator Integrated With DFB Laser,"['Yuanbing Cheng', 'Jiaoqing Pan', 'Yang Wang', 'Fan Zhou', 'Baojun Wang', 'Lingjuan Zhao', 'Hongliang Zhu', 'Wei Wang']",IEEE Photonics Technology Letters,2009,28,0,https://ieeexplore.ieee.org/document/4745770/,"{'Key Laboratory of Semiconductor Materials Science, Institute of Semiconductors, Chinese Academy and Sciences, Beijing, China'}",{'China'},"A 40-Gb/s monolithically integrated transmitter containing an InGaAsP multiple-quantum-well electroabsorption modulator (EAM) with lumped electrode and a distributed-feedback semiconductor laser is demonstrated. Superior characteristics are exhibited for the device, such as low threshold current of 20 mA, over 40-dB sidemode suppression ratio at 1550 nm, and more than 30-dB DC extinction ratio when coupled into a single-mode fiber. By adopting a deep ridge waveguide and planar electrode structures combined with buried benzocyclobutene, the capacitance of the EAM is reduced to 0.18 pF and the small-signal modulation bandwidth exceeds 33 GHz. Negative chirp operation is also realized when the bias voltage is beyond 1.6 V."
Modeling of Nonstationary Heating of Semiconductor Structures Under HEMP Actions With Short Pulse Duration,"['V.F. Alexeev', 'V.I. Zhuravliov']",IEEE Transactions on Device and Materials Reliability,2006,0,0,https://ieeexplore.ieee.org/document/1717492/,"{'Department of Radioelectronic Devices, Belarusian State University of Informatics and Radioelectronics슠, Minsk, Belarus'}",{'Belarus'},"This paper intends to explain the thermal model of the temperature distribution in semiconductor structures that are being subjected to high-power electromagnetic pulses. Taking into account the dependence of the semiconductor thermal conductivity on the temperature, a partial solution of the thermal flow equation with the second-type boundary conditions was used. Also, the role of the thermal conductivity components is evidently demonstrated as they affect the heat transfer. The calculations clearly indicate that the behavior of the thermal transient depends on the pulse duration. This difference in behavior allows forecasting of the thermal damages in the semiconductor devices"
Stencil mask ion implantation technology,"['T. Shibata', 'K. Suguro', 'K. Sugihara', 'T. Nishihashi', 'J. Fujiyama', 'Y. Sakurada']",IEEE Transactions on Semiconductor Manufacturing,2002,11,12,https://ieeexplore.ieee.org/document/999589/,"{'Semiconductor Equipment Group, ULVAC Technologies, Inc., Shizuoka, Japan', 'Process & Manufacturing Engineering Center, Semiconductor Company, Toshiba Corporation, Yokohama, Japan'}",{'Japan'},"The ion implantation process is important for the development or manufacturing of semiconductor devices, because ion implantation conditions directly influence some characteristics of semiconductor devices. Recently, we developed a new implantation technology, stencil mask ion implantation technology (SMIT). In the SMIT system, the stencil mask acts like a resist mask, and ions passing through the mask holes are implanted into selected regions of the Si substrate chip by chip. Use of SMIT has several advantages, notably lower manufacturing cost and shorter process time than in the case of conventional processing, because no photolithography process (including deposition and stripping of resist) is required. We have already demonstrated an application of SMIT to transistor fabrication, using various implanted dose conditions for the same wafer. Threshold voltage values can be controlled as effectively by implanted doses as they can by conventional implantation, and the dose dependence of the threshold voltage could be obtained from one wafer to which various implantation conditions are applied. Using SMIT, implantation conditions can be changed chip by chip without additional processes. This flexibility of implantation conditions is another advantage of SMIT. In this paper, we propose stencil mask ion implantation technology and show some fundamental results obtained by applying SMIT."
Demonstration of a 2 kV Al0.85Ga0.15N Schottky Barrier Diode With Improved On-Current and Ideality Factor,"['Yanni Zhang', 'Jincheng Zhang', 'Zhihong Liu', 'Shengrui Xu', 'Kai Cheng', 'Jing Ning', 'Chunfu Zhang', 'Lei Zhang', 'Peijun Ma', 'Hong Zhou', 'Yue Hao']",IEEE Electron Device Letters,2020,12,0,https://ieeexplore.ieee.org/document/8963686/,"{'State Key Laboratory of Crystal Materials, Shandong University, Jinan, China', 'Key Laboratory of Wide Band Gap Semiconductor Materials and Devices, School of Microelectronics, Xidian University, Xi’an, China', 'Enkris Semiconductor Inc., Suzhou, China'}",{'China'},"In this letter, we report on demonstrating a Schottky barrier diode (SBD) with high reverse blocking voltage by incorporating an ultra-wide bandgap semiconductor Al 0.85 Ga 0.15 N channel. Benefited from the lower activation energy of the Si in GaN, the net carrier concentration of Al 0.85 Ga 0.15 N can be essentially enhanced to 2 × cm -3 level with surface roughness of 0.33 nm. Due to the good material property, a reverse blocking voltage of 2 kV and room temperature ideality factor of 2.3 are demonstrated. Combined with the significantly improved on-current and on/off ratio of more than 10 6 when compared with other AlN SBDs, Al 0.85 Ga 0.15 N turns out to be a competitive AlN counterpart by considering the compromise among ultra-wide bandgap, dopant activation, and material property."
Fabrication of Al2O3–Mullite–AlN Multiphase Ceramic Layer on W–Cu Substrates for Power Semiconductor Packaging,"['Jiandong Zhu', 'Rong An', 'Chunqing Wang', 'Guangwu Wen']","IEEE Transactions on Components, Packaging and Manufacturing Technology",2015,7,0,https://ieeexplore.ieee.org/document/7015595/,"{'Key Laboratory of Micro-Systems and Micro-Structures Manufacturing, Ministry of Education, Harbin Institute of Technology, Harbin, China', 'State Key Laboratory of Advanced Welding and Joining, Harbin Institute of Technology, Harbin, China', 'School of Material Science and Engineering, Harbin Institute of Technology, Harbin, China'}",{'China'},"This paper proposes a novel method to manufacture ceramic insulated metal substrate for power semiconductor modules and high-temperature electronics. α-Al 2 O 3 -mullite (Al 6 Si 2 O 13 )-AlN multiphase ceramic layer was fabricated on W80Cu20/Cr substrate at 1050 °C by firing. The polycarbosilaneAlN green ceramic layer was synthesized by spin processor, and then was fired under a steady flow of wet nitrogen Al-Si-O nanocrystalline rods were formed and their diameters were about 100 nm. The α-Al 2 O 3 -mullite-AlN multiphase ceramic layer had perfect interface bonding, and exhibited superior mechanical properties and thermal shock resistance."
Improved Breakdown Voltage and Low Damage E-Mode Operation of AlON/AlN/GaN HEMTs Using Plasma Oxidation Treatment,"['Siyu Liu', 'Jiejie Zhu', 'Jingshu Guo', 'Kai Cheng', 'Minhan Mi', 'Lingjie Qin', 'Jielong Liu', 'Fuchun Jia', 'Hao Lu', 'Xiaohua Ma', 'Yue Hao']",IEEE Electron Device Letters,2022,4,0,https://ieeexplore.ieee.org/document/9872025/,"{'Enkris Semiconductor Inc., Suzhou, China', 'State Key Discipline Laboratory of Wide Band Gap Semiconductor Technology, School of Microelectronics, Xidian University, Xi’an, China'}",{'China'},"Low-damage plasma oxidation treatment for AlN/GaN high-electron-mobility transistors (HEMTs) was developed in this letter, with which high-performance enhancement-mode (E-mode) AlON/AlN/GaN HEMTs were demonstrated. After removal of in situ SiN cap layer within gate area, remote plasma oxidation (RPO) treatment of 4.9nm AlN barrier layer at 300 °C leads to formation of AlON insulator layer and effective depletion of 2-D electron gas channel, without etch-induced damage or serious interfacial issues compared with the commonly used gate- recess metal-insulator-semiconductor HEMTs. Thanks to the low-damage RPO treatment, the achieved E-mode HEMTs with threshold voltage of 0.4 V exhibit quite a small loss of output current (7.8%) compared with the depletion-mode devices. In addition, the AlON gate insulator layer results in a remarkable increase in breakdown voltage of devices from 20 V to 74 V, which benefits the high-voltage operation of AlN/GaN technology. Further investigation shows that the oxidation process of AlN barrier tends to be saturated with treatment time increasing, providing a promising solution to the high-performance E-mode operation of scaled GaN-based HEMTs in RF applications."
The effect of dislocation loops on the light emission of silicon LEDs,"['Tu Hoang', 'Phuong LeMinh', 'J. Holleman', 'J. Schmitz']",IEEE Electron Device Letters,2006,22,0,https://ieeexplore.ieee.org/document/1580596/,"{'Group of Semiconductor Components, MESA Institute for Nanotechnology, University of Twente, Enschede, Netherlands', 'Group of Semiconductor Components, MESAInstitute for Nanotechnology, University of Twente, Enschede, Netherlands'}",{'Netherlands'},"Remarkably strong infrared light emission was recently observed from silicon p/sup +/-n diodes. In several publications a causal relation is proposed between the larger-than-expected light intensity and the existence of lattice damage around the junction. In this letter, we present direct experimental evidence that lattice damage is in fact detrimental to the efficiency of light emission of silicon LEDs. The experiments call for a revision of the explanation for strong light emission in this type of devices."
174-nm mode spacing in dual-wavelength semiconductor laser using nonidentical InGaAsP quantum wells,"['Chi-Chia Huang', 'Chin-Hui Cheng', 'Yi-Shin Su', 'Ching-Fuh Lin']",IEEE Photonics Technology Letters,2004,16,1,https://ieeexplore.ieee.org/document/1266427/,"{'Graduate Institute of Electro-Optical Engineering and Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan', 'Graduate Institute of Electronics Engineering, National Taiwan University, Taipei, Taiwan'}",{'Taiwan'},"A very wide tuning range of dual-wavelength semiconductor lasers with properly designed nonidentical InGaAsP quantum wells is reported. As the external cavity of reflected-type grating telescope configuration is well aligned, the dual-wavelength operation can be achieved with a record wavelength separation as large as 174 nm (25 THz). The wide separation of two wavelengths is possible due to a proper modification of the external-cavity configuration and reduced gain competition of laser modes."
Uncooled performance of 10-Gb/s laser modules with InGaAlAs-InP and InGaAsP-InP MQW electroabsorption Modulators integrated with semiconductor amplifiers,"['N.C. Frateschi', 'J. Zhang', 'R. Jambunathan', 'W.J. Choi', 'C. Ebert', 'A.E. Bond']",IEEE Photonics Technology Letters,2005,7,1,https://ieeexplore.ieee.org/document/1453616/,"{'T-Networks, Inc., Allentown, PA, USA', 'Instituto de Física Gleb Wataghin, Universidade Estadual de Campinas (UNICAMP), Sao Paulo, Brazil'}","{'United States', 'Brazil'}","Uncooled operation of long-reach high performance C-band 10 Gb/s of optical modulator modules is presented. Modules consisting of a distributed feedback laser and a chip with a monolithically integrated electroabsorption modulator and semiconductor optical amplifier based on multiquantum-well structures of both InGaAsP-InP and InGaAlAs-InP material systems are presented. Dispersion penalty of 1 dB over 94-km transmission, output power above 0 dBm, and low extinction ratio variation are demonstrated over an 80/spl deg/C temperature range. A simple analysis of the quantum confined Stark effect is employed to explain the temperature-dc bias voltage dependence."
Novel Wideband Eddy Current Device for the Conductivity Measurement of Semiconductors,"['F. Loete', 'Y. Le Bihan', 'D. Mencaraglia']",IEEE Sensors Journal,2016,10,0,https://ieeexplore.ieee.org/document/7437419/,"{'GeePs | Group of Electrical Engineering–Paris, UMR CNRS 8507, CentraleSupélec, University of Paris-Sud, Sorbonne Universités, Université Pierre et Marie Curie–Paris 6, France'}",{'France'},"We report on the development and application of a brand-new contactless method based on eddy currents with a view to designing a generic apparatus for the characterization of some transport properties of a large range of semiconductors. The eddy current probe, constituted of a coil connected to a transmission line, interacts with the semiconductor wafer under inspection. The innovative approach of this letter consists in measuring the impedance of the coil by reflectometry using a broadband multicarrier test signal, i.e., containing multiple frequencies. An analytical electromagnetic model of the coil-wafer interaction is then used to estimate the conductivity of the wafer. This process results in a new contactless conductivity measurement system that exhibits a very wide conductivity measurement range and allows the characterization of a large variety of semiconductor materials. The device is also very fast potentially allowing the measurement of transport properties of semiconductors in fast transient conditions. As a practical example, the performance of our device is demonstrated by estimating the conductivity of a set of crystalline silicon wafers."
Chromatic Dispersion in InGaAsP Semiconductor Optical Amplifiers,"['Patrick Runge', 'Robert Elschner', 'Klaus Petermann']",IEEE Journal of Quantum Electronics,2010,10,0,https://ieeexplore.ieee.org/document/5485041/,"{'Fachgebiet Hochfrequenztechnik, Technische Universität, Berlin, Germany'}",{'Germany'},"Chromatic dispersion for typical InGaAsP buried semiconductor optical amplifiers waveguide structures is investigated. Opposite to earlier estimations of the chromatic dispersion, we calculate a value of 30 fs/mm/nm around the band gap wavelength of 1550 nm. Moreover, the dependence of the chromatic dispersion on the carrier density and the lattice temperature is estimated. Since the mode confinement affects the composite material dispersion, the chromatic dispersion also depends on the polarization of the mode."
Evaluation of the Schottky Barrier Parameters in the Micron-Size Metal-Semiconductor Contacts,"['S. V. Averin', 'V. E. Lyubchenko']",IEEE Microwave and Wireless Components Letters,2007,0,0,https://ieeexplore.ieee.org/document/4375330/,"{'Institute of Radioengineering and Electronics, Russian Academy of Science, Moscow, Russia'}",{'Russia'},We show that under certain conditions the submillimeter wave detector response of a Schottky barrier diode is a linear function of applied bias and allows evaluation of the barrier height and the near-surface doping level of semiconductor in the micron-size Schottky barrier contacts.
Proposing a Numerical Method for Evaluating the Effects of Both Magnetic Properties and Power Semiconductor Properties Under Inverter Excitation,"['Shunya Odawara', 'Keisuke Fujisaki', 'Fumiaki Ikeda']",IEEE Transactions on Magnetics,2014,14,0,https://ieeexplore.ieee.org/document/6971526/,"{'Toyota Technological Institute, Nagoya, Japan', 'Photon Company, Ltd., Kyoto, Japan'}",{'Japan'},"To evaluate how magnetic properties of magnetic materials are influenced by power semiconductor properties in an inverter circuit, we propose and test a new numerical calculation method. This method combines an electrical circuit analysis for current-voltage properties of power semiconductors with a magnetic analysis based on a magnetic hysteresis model. Previous measurements on an inverter show that magnetic properties, such as B-H curves (B is the magnetic flux density and H is the magnetic field intensity) and iron losses, are affected by ON-voltages of power semiconductors. Those measurements motivate this paper. The magnetic hysteresis model used here is a novel approach that is based on physical thermodynamics theory and can capture the essence of physical magnetic phenomena. Calculations with the proposed method show that measured minor loops in B-H curves are well represented and calculated voltage waveforms properly capture ON-voltage effects."
Analysis of signal voltage in a semiconductor ring laser gyro,['T. Numai'],IEEE Journal of Quantum Electronics,2000,0,0,https://ieeexplore.ieee.org/document/880656/,"{'Canon Research Center, Atsugi, Kanagawa, Japan'}",{'Japan'},"It is expected that a semiconductor ring laser is useful as a gyro because of its tiny size. Here, we propose to use as signals voltage changes in a semiconductor ring laser corresponding to rotation. These changes in the voltage during rotation are caused by an interference of clockwise and counterclockwise laser beams inside the ring cavity. In this paper, these signal voltages are analyzed for the first time by using rate equations, It is shown that the signal voltages saturate with an increase in the injection current into a semiconductor ring laser if gain saturation is neglected. When gain saturation is considered, there exists an optimum injection current to obtain a signal voltage as large as possible. To confirm validity of this analysis, a signal voltage below laser threshold is compared with that of a semiconductor optical amplifier, and good agreement is obtained."
High-Brightness Wavelength Beam Combined Semiconductor Laser Diode Arrays,"['Robin K. Huang', 'Bien Chann', 'Leo J. Missaggia', 'Joseph P. Donnelly', 'Christopher T. Harris', 'George W. Turner', 'Anish K. Goyal', 'Tso Yee Fan', 'Antonio Sanchez-Rubio']",IEEE Photonics Technology Letters,2007,58,1,https://ieeexplore.ieee.org/document/4077083/,"{'Lincoln Laboratory, Massachusetts Institute of Technology, Lexington, MA, USA'}",{'United States'},"We report the wavelength beam combining of an array of high-power high-brightness 970-nm slab-coupled optical waveguide lasers. A 50-W peak power under quasi-continuous-wave (CW) operation was measured in an output beam with a beam quality of M x,y 2 =1.2, and 30 W under CW operation was measured with a beam quality of M x,y 2 =2"
Fault Detection Using Principal Components-Based Gaussian Mixture Model for Semiconductor Manufacturing Processes,['Jianbo Yu'],IEEE Transactions on Semiconductor Manufacturing,2011,89,0,https://ieeexplore.ieee.org/document/5766763/,"{'Department of Mechanical Automation Engineering, Shanghai University, Shanghai, China'}",{'China'},"Fault detection has been recognized in the semiconductor industry as an effective component of advanced process control framework in increasing yield and product quality. Recently, conventional process monitoring-based principal component analysis (PCA) has been applied to semiconductor manufacturing by quickly detecting when the process abnormalities have occurred. However, the unique characteristics of the semiconductor processes, nonlinearity in most batch processes, multimodal batch trajectories due to multiple operating conditions, significantly limit the applicability of PCA to the fault detection of semiconductor manufacturing. To explicitly address these unique issues in semiconductor processes, a principal components (PCs)-based Gaussian mixture model (GMM) (named PCGMM) has been proposed in this paper. GMM is capable to handle complicated data with nonlinearity or multimodal features by a mixture of multiple Gaussian components, which is very suitable to describe observations from semiconductor processes. Furthermore, two quantification indexes (negative Log likelihood probability and Mahalanobis distance) are proposed for assessing process states, and a Bayesian inference-based calculation method is further used to provide the process failure probability. The validity and effectiveness of PCGMM-based fault detection model are illustrated through two simulation processes and a semiconductor manufacturing process. The experimental results demonstrated that the proposed model is superior to PCA-based monitoring models and can achieve accurate and early detection of various types of faults in complicated manufacturing processes."
An Investigation of Nanocrystalline Semiconductor Assemblies as a Material Basis for Ionizing-Radiation Detectors,"['Geehyun Kim', 'James Huang', 'Mark D. Hammig']",IEEE Transactions on Nuclear Science,2009,12,0,https://ieeexplore.ieee.org/document/5076019/,"{'Electrical Engineering Department, University of Michigan, Ann Arbor, MI, USA', 'Nuclear Engineering and Radiological Sciences Department, University of Michigan, Ann Arbor, MI, USA'}",{'United States'},"Nanocrystalline (NC) semiconductor materials have previously been studied as a means of increasing the exciton multiplicity upon the impingement of visible light, for applications such as solar cells. If the multi-exciton states have highly uniform multiplicities across macroscopic NC samples, then one can also potentially quench the statistical counting noise associated with charge-carrier creation in the bulk. We thus assess the viability of using NC semiconductor materials for the detection of ionizing radiation. Using CdTe and PbSe NC films, we report on the colloidal synthesis and deposition procedures for spherical NC particles with dimensions less than 10 nm. In particular, using a thioglycolic-acid (TGA)-stabilized CdTe NC solution adsorbed to polycations, CdTe nanocrystalline films were deposited on glass and metallic substrates using either the layer-by-layer (LBL) method or by using drop-casting techniques. A scanning electron microscope was used to study the surface morphology and impurity concentrations of the CdTe and PbSe-films, and by sandwiching the films between evaporated metallic electrodes, the junction properties of the material were studied, and rectifying characteristics were observed. The resulting depletion region and the material's response to alpha particle impingement were studied."
The structure and maximal gain of CW-pumped GaP-AlGaP semiconductor Raman amplifier with tapers on both sides,"['S. Saito', 'J.-I. Nishizawa', 'K. Suto', 'T. Kimura']",IEEE Photonics Technology Letters,2004,8,0,https://ieeexplore.ieee.org/document/1255947/,"{'Semiconductor Research Institute, Sendai, Japan', 'Department of Material Science, Graduate School of Engineering, University of Tohoku, Sendai, Japan'}",{'Japan'},"GaP-AlGaP waveguide semiconductor Raman amplifiers (SRAs) tapered on both sides were fabricated by high-quality GaP-AlGaP liquid phase epitaxial growth using the temperature difference method with controlled vapor pressure (TDM-CVP), photolithography patterning, and reactive ion etching with PCl/sub 3/ gas. Although the finesse of the both-sides-tapered waveguide SRA is lower than previous values for straight or one-side-tapered waveguides, the CW-pumped gain was maximized, and a maximal gain of 4.2 dB was obtained. This letter presents the effect of tapered structures in SRA with CW pumping amplification."
Fabrication and characteristics of GaP-AlGaP tapered waveguide semiconductor Raman amplifiers,"['S. Saito', 'T. Kimura', 'T. Tanabe', 'K. Suto', 'Y. Oyama', 'J.-I. Nishizawa']",Journal of Lightwave Technology,2003,6,0,https://ieeexplore.ieee.org/document/1190162/,"{'Semiconductor Research Institute, Sendai, Japan', 'Department of Materials Science, Graduate School of Engineering, University of Tohoku, Sendai, Japan'}",{'Japan'},"We have fabricated GaP-AlGaP tapered waveguide semiconductor Raman amplifiers, and analyzed the effect of tapering in pulse-pumped high-gain operation. The finesse measurement and 80-ps pulse pumped Raman amplification experiment were performed. Although the tapering has caused additional optical loss, the highest gain of 23 dB has been obtained for a tapered waveguide with input facet of 6.0 μm 2 and back facet of 2.9 μm 2 at averaged input power of 170 mW (peak power 26 W). It is shown that the optical loss of the pump light is more severe than the linear optical loss of the signal light when the gain is higher than 20 dB."
